index	character	character in latex	character/story	character/story in latex	card url
140	Rod Williams	Rod Williams	Rod Williams/Get Out	Rod Williams/Get Out	https://compstorylab.org/archetypometrics/cards/Get-Out-Rod-Williams-1600-364-241.pdf
141	Dagny Taggart	Dagny Taggart	Dagny Taggart/Atlas Shrugged	Dagny Taggart/Atlas Shrugged	https://compstorylab.org/archetypometrics/cards/Atlas-Shrugged-Dagny-Taggart-1600-364-241.pdf
142	Henry Rearden	Henry Rearden	Henry Rearden/Atlas Shrugged	Henry Rearden/Atlas Shrugged	https://compstorylab.org/archetypometrics/cards/Atlas-Shrugged-Henry-Rearden-1600-364-241.pdf
143	James Taggart	James Taggart	James Taggart/Atlas Shrugged	James Taggart/Atlas Shrugged	https://compstorylab.org/archetypometrics/cards/Atlas-Shrugged-James-Taggart-1600-364-241.pdf
144	John Galt	John Galt	John Galt/Atlas Shrugged	John Galt/Atlas Shrugged	https://compstorylab.org/archetypometrics/cards/Atlas-Shrugged-John-Galt-1600-364-241.pdf
145	Ellis Wyatt	Ellis Wyatt	Ellis Wyatt/Atlas Shrugged	Ellis Wyatt/Atlas Shrugged	https://compstorylab.org/archetypometrics/cards/Atlas-Shrugged-Ellis-Wyatt-1600-364-241.pdf
146	Francisco d'Anconia	Francisco d'Anconia	Francisco d'Anconia/Atlas Shrugged	Francisco d'Anconia/Atlas Shrugged	https://compstorylab.org/archetypometrics/cards/Atlas-Shrugged-Francisco-dAnconia-1600-364-241.pdf
147	Dr. Spencer Reid	Dr. Spencer Reid	Dr. Spencer Reid/Criminal Minds	Dr. Spencer Reid/Criminal Minds	https://compstorylab.org/archetypometrics/cards/Criminal-Minds-Dr-Spencer-Reid-1600-364-241.pdf
148	Penelope Garcia	Penelope Garcia	Penelope Garcia/Criminal Minds	Penelope Garcia/Criminal Minds	https://compstorylab.org/archetypometrics/cards/Criminal-Minds-Penelope-Garcia-1600-364-241.pdf
149	Jennifer Jareau	Jennifer Jareau	Jennifer Jareau/Criminal Minds	Jennifer Jareau/Criminal Minds	https://compstorylab.org/archetypometrics/cards/Criminal-Minds-Jennifer-Jareau-1600-364-241.pdf
150	David Rossi	David Rossi	David Rossi/Criminal Minds	David Rossi/Criminal Minds	https://compstorylab.org/archetypometrics/cards/Criminal-Minds-David-Rossi-1600-364-241.pdf
151	Aaron Hotchner	Aaron Hotchner	Aaron Hotchner/Criminal Minds	Aaron Hotchner/Criminal Minds	https://compstorylab.org/archetypometrics/cards/Criminal-Minds-Aaron-Hotchner-1600-364-241.pdf
152	Derek Morgan	Derek Morgan	Derek Morgan/Criminal Minds	Derek Morgan/Criminal Minds	https://compstorylab.org/archetypometrics/cards/Criminal-Minds-Derek-Morgan-1600-364-241.pdf
153	Frodo Baggins	Frodo Baggins	Frodo Baggins/Lord of the Rings	Frodo Baggins/Lord of the Rings	https://compstorylab.org/archetypometrics/cards/Lord-of-the-Rings-Frodo-Baggins-1600-364-241.pdf
154	Aragorn	Aragorn	Aragorn/Lord of the Rings	Aragorn/Lord of the Rings	https://compstorylab.org/archetypometrics/cards/Lord-of-the-Rings-Aragorn-1600-364-241.pdf
155	Boromir	Boromir	Boromir/Lord of the Rings	Boromir/Lord of the Rings	https://compstorylab.org/archetypometrics/cards/Lord-of-the-Rings-Boromir-1600-364-241.pdf
156	Merry Brandybuck	Merry Brandybuck	Merry Brandybuck/Lord of the Rings	Merry Brandybuck/Lord of the Rings	https://compstorylab.org/archetypometrics/cards/Lord-of-the-Rings-Merry-Brandybuck-1600-364-241.pdf
157	Samwise Gamgee	Samwise Gamgee	Samwise Gamgee/Lord of the Rings	Samwise Gamgee/Lord of the Rings	https://compstorylab.org/archetypometrics/cards/Lord-of-the-Rings-Samwise-Gamgee-1600-364-241.pdf
158	Gandalf	Gandalf	Gandalf/Lord of the Rings	Gandalf/Lord of the Rings	https://compstorylab.org/archetypometrics/cards/Lord-of-the-Rings-Gandalf-1600-364-241.pdf
159	Gimli	Gimli	Gimli/Lord of the Rings	Gimli/Lord of the Rings	https://compstorylab.org/archetypometrics/cards/Lord-of-the-Rings-Gimli-1600-364-241.pdf
160	Legolas	Legolas	Legolas/Lord of the Rings	Legolas/Lord of the Rings	https://compstorylab.org/archetypometrics/cards/Lord-of-the-Rings-Legolas-1600-364-241.pdf
161	Pippin Took	Pippin Took	Pippin Took/Lord of the Rings	Pippin Took/Lord of the Rings	https://compstorylab.org/archetypometrics/cards/Lord-of-the-Rings-Pippin-Took-1600-364-241.pdf
162	Gollum	Gollum	Gollum/Lord of the Rings	Gollum/Lord of the Rings	https://compstorylab.org/archetypometrics/cards/Lord-of-the-Rings-Gollum-1600-364-241.pdf
163	Eric Forman	Eric Forman	Eric Forman/That 70's Show	Eric Forman/That 70's Show	https://compstorylab.org/archetypometrics/cards/That-70s-Show-Eric-Forman-1600-364-241.pdf
164	Jackie Burkhart	Jackie Burkhart	Jackie Burkhart/That 70's Show	Jackie Burkhart/That 70's Show	https://compstorylab.org/archetypometrics/cards/That-70s-Show-Jackie-Burkhart-1600-364-241.pdf
165	Michael Kelso	Michael Kelso	Michael Kelso/That 70's Show	Michael Kelso/That 70's Show	https://compstorylab.org/archetypometrics/cards/That-70s-Show-Michael-Kelso-1600-364-241.pdf
166	Steven Hyde	Steven Hyde	Steven Hyde/That 70's Show	Steven Hyde/That 70's Show	https://compstorylab.org/archetypometrics/cards/That-70s-Show-Steven-Hyde-1600-364-241.pdf
167	Donna Pinciotti	Donna Pinciotti	Donna Pinciotti/That 70's Show	Donna Pinciotti/That 70's Show	https://compstorylab.org/archetypometrics/cards/That-70s-Show-Donna-Pinciotti-1600-364-241.pdf
168	Fez	Fez	Fez/That 70's Show	Fez/That 70's Show	https://compstorylab.org/archetypometrics/cards/That-70s-Show-Fez-1600-364-241.pdf
169	Kitty Forman	Kitty Forman	Kitty Forman/That 70's Show	Kitty Forman/That 70's Show	https://compstorylab.org/archetypometrics/cards/That-70s-Show-Kitty-Forman-1600-364-241.pdf
170	Red Forman	Red Forman	Red Forman/That 70's Show	Red Forman/That 70's Show	https://compstorylab.org/archetypometrics/cards/That-70s-Show-Red-Forman-1600-364-241.pdf
171	Midge Pinciotti	Midge Pinciotti	Midge Pinciotti/That 70's Show	Midge Pinciotti/That 70's Show	https://compstorylab.org/archetypometrics/cards/That-70s-Show-Midge-Pinciotti-1600-364-241.pdf
172	Bob Pinciotti	Bob Pinciotti	Bob Pinciotti/That 70's Show	Bob Pinciotti/That 70's Show	https://compstorylab.org/archetypometrics/cards/That-70s-Show-Bob-Pinciotti-1600-364-241.pdf
173	Dr. Horrible	Dr. Horrible	Dr. Horrible/Dr. Horrible's Sing-Along Blog	Dr. Horrible/Dr. Horrible's Sing-Along Blog	https://compstorylab.org/archetypometrics/cards/Dr-Horribles-Sing-Along-Blog-Dr-Horrible-1600-364-241.pdf
174	Captain Hammer	Captain Hammer	Captain Hammer/Dr. Horrible's Sing-Along Blog	Captain Hammer/Dr. Horrible's Sing-Along Blog	https://compstorylab.org/archetypometrics/cards/Dr-Horribles-Sing-Along-Blog-Captain-Hammer-1600-364-241.pdf
175	Penny	Penny	Penny/Dr. Horrible's Sing-Along Blog	Penny/Dr. Horrible's Sing-Along Blog	https://compstorylab.org/archetypometrics/cards/Dr-Horribles-Sing-Along-Blog-Penny-1600-364-241.pdf
176	Danny Vinyard	Danny Vinyard	Danny Vinyard/American History X	Danny Vinyard/American History X	https://compstorylab.org/archetypometrics/cards/American-History-X-Danny-Vinyard-1600-364-241.pdf
177	Derek Vinyard	Derek Vinyard	Derek Vinyard/American History X	Derek Vinyard/American History X	https://compstorylab.org/archetypometrics/cards/American-History-X-Derek-Vinyard-1600-364-241.pdf
178	Dr. Bob Sweeney	Dr. Bob Sweeney	Dr. Bob Sweeney/American History X	Dr. Bob Sweeney/American History X	https://compstorylab.org/archetypometrics/cards/American-History-X-Dr-Bob-Sweeney-1600-364-241.pdf
179	Clarice Starling	Clarice Starling	Clarice Starling/The Silence of the Lambs	Clarice Starling/The Silence of the Lambs	https://compstorylab.org/archetypometrics/cards/The-Silence-of-the-Lambs-Clarice-Starling-1600-364-241.pdf
180	Dr. Hannibal Lecter	Dr. Hannibal Lecter	Dr. Hannibal Lecter/The Silence of the Lambs	Dr. Hannibal Lecter/The Silence of the Lambs	https://compstorylab.org/archetypometrics/cards/The-Silence-of-the-Lambs-Dr-Hannibal-Lecter-1600-364-241.pdf
181	Jack Crawford	Jack Crawford	Jack Crawford/The Silence of the Lambs	Jack Crawford/The Silence of the Lambs	https://compstorylab.org/archetypometrics/cards/The-Silence-of-the-Lambs-Jack-Crawford-1600-364-241.pdf
182	Indiana Jones	Indiana Jones	Indiana Jones/Raiders of the Lost Ark	Indiana Jones/Raiders of the Lost Ark	https://compstorylab.org/archetypometrics/cards/Raiders-of-the-Lost-Ark-Indiana-Jones-1600-364-241.pdf
183	Marion Ravenwood	Marion Ravenwood	Marion Ravenwood/Raiders of the Lost Ark	Marion Ravenwood/Raiders of the Lost Ark	https://compstorylab.org/archetypometrics/cards/Raiders-of-the-Lost-Ark-Marion-Ravenwood-1600-364-241.pdf
184	Dr. Rene Belloq	Dr. Rene Belloq	Dr. Rene Belloq/Raiders of the Lost Ark	Dr. Rene Belloq/Raiders of the Lost Ark	https://compstorylab.org/archetypometrics/cards/Raiders-of-the-Lost-Ark-Dr-Rene-Belloq-1600-364-241.pdf
185	Major Arnold Toht	Major Arnold Toht	Major Arnold Toht/Raiders of the Lost Ark	Major Arnold Toht/Raiders of the Lost Ark	https://compstorylab.org/archetypometrics/cards/Raiders-of-the-Lost-Ark-Major-Arnold-Toht-1600-364-241.pdf
186	Sallah	Sallah	Sallah/Raiders of the Lost Ark	Sallah/Raiders of the Lost Ark	https://compstorylab.org/archetypometrics/cards/Raiders-of-the-Lost-Ark-Sallah-1600-364-241.pdf
187	Dr. Marcus Brody	Dr. Marcus Brody	Dr. Marcus Brody/Raiders of the Lost Ark	Dr. Marcus Brody/Raiders of the Lost Ark	https://compstorylab.org/archetypometrics/cards/Raiders-of-the-Lost-Ark-Dr-Marcus-Brody-1600-364-241.pdf
188	Blondie	Blondie	Blondie/The Good, the Bad, and the Ugly	Blondie/The Good, the Bad, and the Ugly	https://compstorylab.org/archetypometrics/cards/The-Good-the-Bad-and-the-Ugly-Blondie-1600-364-241.pdf
189	Angel Eyes	Angel Eyes	Angel Eyes/The Good, the Bad, and the Ugly	Angel Eyes/The Good, the Bad, and the Ugly	https://compstorylab.org/archetypometrics/cards/The-Good-the-Bad-and-the-Ugly-Angel-Eyes-1600-364-241.pdf
190	Tuco	Tuco	Tuco/The Good, the Bad, and the Ugly	Tuco/The Good, the Bad, and the Ugly	https://compstorylab.org/archetypometrics/cards/The-Good-the-Bad-and-the-Ugly-Tuco-1600-364-241.pdf
191	Joyce Byers	Joyce Byers	Joyce Byers/Stranger Things	Joyce Byers/Stranger Things	https://compstorylab.org/archetypometrics/cards/Stranger-Things-Joyce-Byers-1600-364-241.pdf
192	Jim Hopper	Jim Hopper	Jim Hopper/Stranger Things	Jim Hopper/Stranger Things	https://compstorylab.org/archetypometrics/cards/Stranger-Things-Jim-Hopper-1600-364-241.pdf
193	Mike Wheeler	Mike Wheeler	Mike Wheeler/Stranger Things	Mike Wheeler/Stranger Things	https://compstorylab.org/archetypometrics/cards/Stranger-Things-Mike-Wheeler-1600-364-241.pdf
194	Eleven	Eleven	Eleven/Stranger Things	Eleven/Stranger Things	https://compstorylab.org/archetypometrics/cards/Stranger-Things-Eleven-1600-364-241.pdf
195	Dustin Henderson	Dustin Henderson	Dustin Henderson/Stranger Things	Dustin Henderson/Stranger Things	https://compstorylab.org/archetypometrics/cards/Stranger-Things-Dustin-Henderson-1600-364-241.pdf
196	Lucas Sinclair	Lucas Sinclair	Lucas Sinclair/Stranger Things	Lucas Sinclair/Stranger Things	https://compstorylab.org/archetypometrics/cards/Stranger-Things-Lucas-Sinclair-1600-364-241.pdf
197	Nancy Wheeler	Nancy Wheeler	Nancy Wheeler/Stranger Things	Nancy Wheeler/Stranger Things	https://compstorylab.org/archetypometrics/cards/Stranger-Things-Nancy-Wheeler-1600-364-241.pdf
198	Jonathan Byers	Jonathan Byers	Jonathan Byers/Stranger Things	Jonathan Byers/Stranger Things	https://compstorylab.org/archetypometrics/cards/Stranger-Things-Jonathan-Byers-1600-364-241.pdf
199	Steve Harrington	Steve Harrington	Steve Harrington/Stranger Things	Steve Harrington/Stranger Things	https://compstorylab.org/archetypometrics/cards/Stranger-Things-Steve-Harrington-1600-364-241.pdf
200	Karen Wheeler	Karen Wheeler	Karen Wheeler/Stranger Things	Karen Wheeler/Stranger Things	https://compstorylab.org/archetypometrics/cards/Stranger-Things-Karen-Wheeler-1600-364-241.pdf
201	Will Byers	Will Byers	Will Byers/Stranger Things	Will Byers/Stranger Things	https://compstorylab.org/archetypometrics/cards/Stranger-Things-Will-Byers-1600-364-241.pdf
202	Max Mayfield	Max Mayfield	Max Mayfield/Stranger Things	Max Mayfield/Stranger Things	https://compstorylab.org/archetypometrics/cards/Stranger-Things-Max-Mayfield-1600-364-241.pdf
203	Erica Sinclair	Erica Sinclair	Erica Sinclair/Stranger Things	Erica Sinclair/Stranger Things	https://compstorylab.org/archetypometrics/cards/Stranger-Things-Erica-Sinclair-1600-364-241.pdf
204	Billy Hargrove	Billy Hargrove	Billy Hargrove/Stranger Things	Billy Hargrove/Stranger Things	https://compstorylab.org/archetypometrics/cards/Stranger-Things-Billy-Hargrove-1600-364-241.pdf
205	Robin Buckley	Robin Buckley	Robin Buckley/Stranger Things	Robin Buckley/Stranger Things	https://compstorylab.org/archetypometrics/cards/Stranger-Things-Robin-Buckley-1600-364-241.pdf
206	Leslie Knope	Leslie Knope	Leslie Knope/Parks and Recreation	Leslie Knope/Parks and Recreation	https://compstorylab.org/archetypometrics/cards/Parks-and-Recreation-Leslie-Knope-1600-364-241.pdf
207	Ann Perkins	Ann Perkins	Ann Perkins/Parks and Recreation	Ann Perkins/Parks and Recreation	https://compstorylab.org/archetypometrics/cards/Parks-and-Recreation-Ann-Perkins-1600-364-241.pdf
208	Mark Brendanawicz	Mark Brendanawicz	Mark Brendanawicz/Parks and Recreation	Mark Brendanawicz/Parks and Recreation	https://compstorylab.org/archetypometrics/cards/Parks-and-Recreation-Mark-Brendanawicz-1600-364-241.pdf
209	Tom Haverford	Tom Haverford	Tom Haverford/Parks and Recreation	Tom Haverford/Parks and Recreation	https://compstorylab.org/archetypometrics/cards/Parks-and-Recreation-Tom-Haverford-1600-364-241.pdf
210	Ron Swanson	Ron Swanson	Ron Swanson/Parks and Recreation	Ron Swanson/Parks and Recreation	https://compstorylab.org/archetypometrics/cards/Parks-and-Recreation-Ron-Swanson-1600-364-241.pdf
211	April Ludgate	April Ludgate	April Ludgate/Parks and Recreation	April Ludgate/Parks and Recreation	https://compstorylab.org/archetypometrics/cards/Parks-and-Recreation-April-Ludgate-1600-364-241.pdf
212	Jerry Gergich	Jerry Gergich	Jerry Gergich/Parks and Recreation	Jerry Gergich/Parks and Recreation	https://compstorylab.org/archetypometrics/cards/Parks-and-Recreation-Jerry-Gergich-1600-364-241.pdf
213	Donna Meagle	Donna Meagle	Donna Meagle/Parks and Recreation	Donna Meagle/Parks and Recreation	https://compstorylab.org/archetypometrics/cards/Parks-and-Recreation-Donna-Meagle-1600-364-241.pdf
214	Ben Wyatt	Ben Wyatt	Ben Wyatt/Parks and Recreation	Ben Wyatt/Parks and Recreation	https://compstorylab.org/archetypometrics/cards/Parks-and-Recreation-Ben-Wyatt-1600-364-241.pdf
215	Chris Traeger	Chris Traeger	Chris Traeger/Parks and Recreation	Chris Traeger/Parks and Recreation	https://compstorylab.org/archetypometrics/cards/Parks-and-Recreation-Chris-Traeger-1600-364-241.pdf
216	Mr. Darcy	Mr. Darcy	Mr. Darcy/Pride and Prejudice	Mr. Darcy/Pride and Prejudice	https://compstorylab.org/archetypometrics/cards/Pride-and-Prejudice-Mr-Darcy-1600-364-241.pdf
217	Elizabeth Bennet	Elizabeth Bennet	Elizabeth Bennet/Pride and Prejudice	Elizabeth Bennet/Pride and Prejudice	https://compstorylab.org/archetypometrics/cards/Pride-and-Prejudice-Elizabeth-Bennet-1600-364-241.pdf
218	Mr. William Collins	Mr. William Collins	Mr. William Collins/Pride and Prejudice	Mr. William Collins/Pride and Prejudice	https://compstorylab.org/archetypometrics/cards/Pride-and-Prejudice-Mr-William-Collins-1600-364-241.pdf
219	George Wickham	George Wickham	George Wickham/Pride and Prejudice	George Wickham/Pride and Prejudice	https://compstorylab.org/archetypometrics/cards/Pride-and-Prejudice-George-Wickham-1600-364-241.pdf
220	Charles Bingley	Charles Bingley	Charles Bingley/Pride and Prejudice	Charles Bingley/Pride and Prejudice	https://compstorylab.org/archetypometrics/cards/Pride-and-Prejudice-Charles-Bingley-1600-364-241.pdf
221	Georgiana Darcy	Georgiana Darcy	Georgiana Darcy/Pride and Prejudice	Georgiana Darcy/Pride and Prejudice	https://compstorylab.org/archetypometrics/cards/Pride-and-Prejudice-Georgiana-Darcy-1600-364-241.pdf
222	Lydia Bennet	Lydia Bennet	Lydia Bennet/Pride and Prejudice	Lydia Bennet/Pride and Prejudice	https://compstorylab.org/archetypometrics/cards/Pride-and-Prejudice-Lydia-Bennet-1600-364-241.pdf
223	Jane Bennet	Jane Bennet	Jane Bennet/Pride and Prejudice	Jane Bennet/Pride and Prejudice	https://compstorylab.org/archetypometrics/cards/Pride-and-Prejudice-Jane-Bennet-1600-364-241.pdf
224	Mrs. Bennet	Mrs. Bennet	Mrs. Bennet/Pride and Prejudice	Mrs. Bennet/Pride and Prejudice	https://compstorylab.org/archetypometrics/cards/Pride-and-Prejudice-Mrs-Bennet-1600-364-241.pdf
225	Lady Catherine de Bourgh	Lady Catherine de Bourgh	Lady Catherine de Bourgh/Pride and Prejudice	Lady Catherine de Bourgh/Pride and Prejudice	https://compstorylab.org/archetypometrics/cards/Pride-and-Prejudice-Lady-Catherine-de-Bourgh-1600-364-241.pdf
226	Jadzia Dax	Jadzia Dax	Jadzia Dax/Star Trek: Deep Space Nine	Jadzia Dax/Star Trek: Deep Space Nine	https://compstorylab.org/archetypometrics/cards/Star-Trek-Deep-Space-Nine-Jadzia-Dax-1600-364-241.pdf
227	Odo	Odo	Odo/Star Trek: Deep Space Nine	Odo/Star Trek: Deep Space Nine	https://compstorylab.org/archetypometrics/cards/Star-Trek-Deep-Space-Nine-Odo-1600-364-241.pdf
228	Lieutenant Commander Worf	Lieutenant Commander Worf	Lieutenant Commander Worf/Star Trek: Deep Space Nine	Lieutenant Commander Worf/Star Trek: Deep Space Nine	https://compstorylab.org/archetypometrics/cards/Star-Trek-Deep-Space-Nine-Lieutenant-Commander-Worf-1600-364-241.pdf
229	Nog	Nog	Nog/Star Trek: Deep Space Nine	Nog/Star Trek: Deep Space Nine	https://compstorylab.org/archetypometrics/cards/Star-Trek-Deep-Space-Nine-Nog-1600-364-241.pdf
230	Quark	Quark	Quark/Star Trek: Deep Space Nine	Quark/Star Trek: Deep Space Nine	https://compstorylab.org/archetypometrics/cards/Star-Trek-Deep-Space-Nine-Quark-1600-364-241.pdf
231	Benjamin Sisko	Benjamin Sisko	Benjamin Sisko/Star Trek: Deep Space Nine	Benjamin Sisko/Star Trek: Deep Space Nine	https://compstorylab.org/archetypometrics/cards/Star-Trek-Deep-Space-Nine-Benjamin-Sisko-1600-364-241.pdf
232	Elim Garak	Elim Garak	Elim Garak/Star Trek: Deep Space Nine	Elim Garak/Star Trek: Deep Space Nine	https://compstorylab.org/archetypometrics/cards/Star-Trek-Deep-Space-Nine-Elim-Garak-1600-364-241.pdf
233	Kira Nerys	Kira Nerys	Kira Nerys/Star Trek: Deep Space Nine	Kira Nerys/Star Trek: Deep Space Nine	https://compstorylab.org/archetypometrics/cards/Star-Trek-Deep-Space-Nine-Kira-Nerys-1600-364-241.pdf
234	Julian Bashir	Julian Bashir	Julian Bashir/Star Trek: Deep Space Nine	Julian Bashir/Star Trek: Deep Space Nine	https://compstorylab.org/archetypometrics/cards/Star-Trek-Deep-Space-Nine-Julian-Bashir-1600-364-241.pdf
235	Dukat	Dukat	Dukat/Star Trek: Deep Space Nine	Dukat/Star Trek: Deep Space Nine	https://compstorylab.org/archetypometrics/cards/Star-Trek-Deep-Space-Nine-Dukat-1600-364-241.pdf
236	Rom	Rom	Rom/Star Trek: Deep Space Nine	Rom/Star Trek: Deep Space Nine	https://compstorylab.org/archetypometrics/cards/Star-Trek-Deep-Space-Nine-Rom-1600-364-241.pdf
237	Miles O'Brien	Miles O'Brien	Miles O'Brien/Star Trek: Deep Space Nine	Miles O'Brien/Star Trek: Deep Space Nine	https://compstorylab.org/archetypometrics/cards/Star-Trek-Deep-Space-Nine-Miles-OBrien-1600-364-241.pdf
238	Jake Sisko	Jake Sisko	Jake Sisko/Star Trek: Deep Space Nine	Jake Sisko/Star Trek: Deep Space Nine	https://compstorylab.org/archetypometrics/cards/Star-Trek-Deep-Space-Nine-Jake-Sisko-1600-364-241.pdf
239	Winn Adami	Winn Adami	Winn Adami/Star Trek: Deep Space Nine	Winn Adami/Star Trek: Deep Space Nine	https://compstorylab.org/archetypometrics/cards/Star-Trek-Deep-Space-Nine-Winn-Adami-1600-364-241.pdf
240	Kasidy Yates	Kasidy Yates	Kasidy Yates/Star Trek: Deep Space Nine	Kasidy Yates/Star Trek: Deep Space Nine	https://compstorylab.org/archetypometrics/cards/Star-Trek-Deep-Space-Nine-Kasidy-Yates-1600-364-241.pdf
241	Lincoln Burrows	Lincoln Burrows	Lincoln Burrows/Prison Break	Lincoln Burrows/Prison Break	https://compstorylab.org/archetypometrics/cards/Prison-Break-Lincoln-Burrows-1600-364-241.pdf
242	Michael Scofield	Michael Scofield	Michael Scofield/Prison Break	Michael Scofield/Prison Break	https://compstorylab.org/archetypometrics/cards/Prison-Break-Michael-Scofield-1600-364-241.pdf
243	Veronica Donovan	Veronica Donovan	Veronica Donovan/Prison Break	Veronica Donovan/Prison Break	https://compstorylab.org/archetypometrics/cards/Prison-Break-Veronica-Donovan-1600-364-241.pdf
